"Journal Data Filtered By:  Selected JCR Year: 2017 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,
Rank,Full Journal Title,ISSN,Total Cites,Journal Impact Factor,5-Year Impact Factor,Eigenfactor Score
1137,Disease Models & Mechanisms,1754-8403,"4,485",4.398,4.990,0.014760
1137,JOURNAL OF NUTRITION,0022-3166,"38,804",4.398,4.690,0.029930
1139,JOURNAL OF MOLECULAR CATALYSIS A-CHEMICAL,1381-1169,"21,041",4.397,4.063,0.016260
1140,INDOOR AIR,0905-6947,"4,382",4.396,5.098,0.004930
1140,KNOWLEDGE-BASED SYSTEMS,0950-7051,"9,172",4.396,4.514,0.022220
1142,Ecosystem Services,2212-0416,"2,637",4.395,6.017,0.007000
1142,Ecosystem Services,2212-0416,"2,637",4.395,6.017,0.007000
1144,PHYSICAL REVIEW D,2470-0010,"162,627",4.394,3.797,0.241860
1145,ECOLOGICAL APPLICATIONS,1051-0761,"20,577",4.393,4.892,0.020370
1146,ULTRASCHALL IN DER MEDIZIN,0172-4614,"2,201",4.389,4.942,0.004310
1147,ACM TRANSACTIONS ON GRAPHICS,0730-0301,"16,424",4.384,5.687,0.037590
1147,PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION,0934-0866,"2,826",4.384,4.059,0.006290
1149,REGIONAL ANESTHESIA AND PAIN MEDICINE,1098-7339,"4,732",4.382,4.203,0.005510
1150,CLINICAL TOXICOLOGY,1556-3650,"3,610",4.381,3.763,0.006950
1151,AMERICAN JOURNAL OF PUBLIC HEALTH,0090-0036,"37,368",4.380,5.403,0.066190
1151,AMERICAN JOURNAL OF PUBLIC HEALTH,0090-0036,"37,368",4.380,5.403,0.066190
1153,Marine Drugs,1660-3397,"8,753",4.379,4.186,0.016190
1154,Environmental Health,1476-069X,"4,486",4.376,4.817,0.010680
1154,World Journal of Stem Cells,1948-0210,"1,278",4.376,Not Available,0.003490
1156,HARVARD BUSINESS REVIEW,0017-8012,"16,314",4.374,4.933,0.012010
1156,SOLAR ENERGY,0038-092X,"29,151",4.374,4.831,0.027830
1158,CANCER SCIENCE,1349-7006,"11,994",4.372,4.156,0.016230
1159,International Journal of Nanomedicine,1178-2013,"17,134",4.370,5.154,0.030010
1159,MECHANICAL SYSTEMS AND SIGNAL PROCESSING,0888-3270,"14,812",4.370,4.525,0.020250
1159,PHYSICS TODAY,0031-9228,"4,402",4.370,3.729,0.004180
1162,JOURNAL OF VIROLOGY,0022-538X,"89,382",4.368,4.130,0.114490
1163,NITRIC OXIDE-BIOLOGY AND CHEMISTRY,1089-8603,"3,680",4.367,4.028,0.004970
1163,PLoS Neglected Tropical Diseases,1935-2735,"22,830",4.367,4.720,0.071480
1165,IEEE Journal of Selected Topics in Signal Processing,1932-4553,"5,350",4.361,5.663,0.016610
1165,WATER RESOURCES RESEARCH,0043-1397,"48,238",4.361,4.670,0.054660
1167,ENVIRONMENTAL POLLUTION,0269-7491,"38,318",4.358,5.291,0.042320
1168,DEVELOPMENT AND PSYCHOPATHOLOGY,0954-5794,"10,349",4.357,5.021,0.013270
1169,JOURNAL OF INDUSTRIAL ECOLOGY,1088-1980,"5,124",4.356,5.068,0.005700
1169,SEMINARS IN ARTHRITIS AND RHEUMATISM,0049-0172,"5,478",4.356,4.919,0.011310
1171,ANGIOGENESIS,0969-6970,"2,712",4.351,4.921,0.004860
1172,CLINICS IN CHEST MEDICINE,0272-5231,"2,641",4.347,3.271,0.004290
1172,INFLAMMATORY BOWEL DISEASES,1078-0998,"14,823",4.347,4.872,0.033880
1174,Implementation Science,1748-5908,"7,206",4.345,5.363,0.017810
1174,Implementation Science,1748-5908,"7,206",4.345,5.363,0.017810
1176,GEOPHYSICAL RESEARCH LETTERS,0094-8276,"91,173",4.339,4.692,0.180060
1176,NONLINEAR DYNAMICS,0924-090X,"17,004",4.339,3.906,0.034510
1178,IEEE Systems Journal,1932-8184,"3,113",4.337,4.139,0.007860
1179,QUATERNARY SCIENCE REVIEWS,0277-3791,"21,248",4.334,5.054,0.037350
1180,EUROPEAN JOURNAL OF ENDOCRINOLOGY,0804-4643,"13,207",4.333,4.244,0.021710
1181,ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,0749-8063,"15,568",4.330,4.598,0.020760
1182,Elements,1811-5209,"2,806",4.329,5.177,0.005720
1182,Trauma Violence & Abuse,1524-8380,"1,838",4.329,5.182,0.003450
1184,INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT,0263-7863,"8,339",4.328,5.070,0.005060
1185,Journal of Advanced Research,2090-1232,"1,843",4.327,Not Available,0.003820
1186,ACS Infectious Diseases,2373-8227,749,4.325,4.325,0.003090
1187,AMERICAN JOURNAL OF EPIDEMIOLOGY,0002-9262,"37,181",4.322,5.637,0.042230
1188,JOURNAL OF NEUROSURGERY,0022-3085,"34,561",4.318,4.449,0.030750
1188,Science China-Materials,2095-8226,924,4.318,4.531,0.001990
1190,JOURNAL OF QUANTITATIVE CRIMINOLOGY,0748-4518,"2,065",4.316,4.237,0.003450
1191,JOURNAL OF STRATEGIC INFORMATION SYSTEMS,0963-8687,"1,464",4.313,4.820,0.001130
1191,JOURNAL OF STRATEGIC INFORMATION SYSTEMS,0963-8687,"1,464",4.313,4.820,0.001130
1193,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,0305-0483,"7,143",4.311,5.525,0.010270
1193,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,0305-0483,"7,143",4.311,5.525,0.010270
1195,HARVARD LAW REVIEW,0017-811X,"6,560",4.308,4.520,0.006810
1195,IMA Fungus,2210-6340,705,4.308,3.916,0.001980
1197,ANTIVIRAL RESEARCH,0166-3542,"8,099",4.307,4.185,0.017610
1198,CLINICAL ORAL IMPLANTS RESEARCH,0905-7161,"14,065",4.305,4.613,0.016880
1198,INFORMATION SCIENCES,0020-0255,"25,329",4.305,4.378,0.048140
1198,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,0737-6782,"5,988",4.305,4.926,0.005620
1198,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,0737-6782,"5,988",4.305,4.926,0.005620
1202,AMERICAN STATISTICIAN,0003-1305,"5,299",4.302,2.785,0.004240
1202,JOURNAL OF CELLULAR AND MOLECULAR MEDICINE,1582-4934,"10,938",4.302,4.252,0.015770
1204,Frontiers in Cellular Neuroscience,1662-5102,"7,825",4.300,4.915,0.031560
1205,MEDICINE AND SCIENCE IN SPORTS AND EXERCISE,0195-9131,"33,910",4.291,4.727,0.030000
1205,NICOTINE & TOBACCO RESEARCH,1462-2203,"8,476",4.291,3.741,0.022120
1205,NICOTINE & TOBACCO RESEARCH,1462-2203,"8,476",4.291,3.741,0.022120
1208,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,0018-9294,"21,496",4.288,4.140,0.023780
1209,JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY,0926-9959,"9,711",4.287,3.665,0.019840
1210,BIOCHIMICA ET BIOPHYSICA ACTA-BIOENERGETICS,0005-2728,"11,931",4.280,4.785,0.022190
1211,Annals of the New York Academy of Sciences,0077-8923,"46,160",4.277,4.603,0.033270
1211,CURRENT OPINION IN RHEUMATOLOGY,1040-8711,"4,529",4.277,4.235,0.009370
1213,CONTACT DERMATITIS,0105-1873,"5,484",4.275,3.739,0.003800
1214,Expert Review of Vaccines,1476-0584,"3,869",4.271,3.873,0.009750
1215,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,1067-5027,"8,713",4.270,4.337,0.017580
1215,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,1067-5027,"8,713",4.270,4.337,0.017580
1215,PROGRESS IN OCEANOGRAPHY,0079-6611,"7,444",4.270,3.760,0.011500
1215,REVIEW OF FINANCIAL STUDIES,0893-9454,"13,600",4.270,5.864,0.044860
1219,ARTHRITIS RESEARCH & THERAPY,1478-6354,"15,259",4.269,4.668,0.030790
1219,Plant Methods,1746-4811,"2,026",4.269,4.502,0.004470
1221,INFORMATION SYSTEMS JOURNAL,1350-1917,"1,580",4.267,4.482,0.001640
1222,CURRENT OPINION IN PSYCHIATRY,0951-7367,"3,675",4.266,4.494,0.006830
1222,CURRENT OPINION IN PSYCHIATRY,0951-7367,"3,675",4.266,4.494,0.006830
1224,AMERICAN NATURALIST,0003-0147,"29,269",4.265,4.330,0.020530
1225,IEEE Transactions on Robotics,1552-3098,"12,064",4.264,4.684,0.012250
1226,HYDROLOGY AND EARTH SYSTEM SCIENCES,1027-5606,"14,622",4.256,4.819,0.031870
1227,ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,0066-4804,"61,812",4.255,4.504,0.087760
1228,LABORATORY INVESTIGATION,0023-6837,"10,461",4.254,4.345,0.010460
1228,PHYSICS LETTERS B,0370-2693,"62,575",4.254,3.968,0.077830
1230,INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS,0924-8579,"10,395",4.253,4.343,0.016630
1231,Geoscientific Model Development,1991-959X,"5,475",4.252,4.890,0.021930
1232,Advances in Clinical Chemistry,0065-2423,875,4.250,3.259,0.001740
1232,MAMMAL REVIEW,0305-1838,"1,723",4.250,4.433,0.002320
1234,JOURNAL OF PARENTERAL AND ENTERAL NUTRITION,0148-6071,"5,287",4.249,4.035,0.007990
1234,NEUROPHARMACOLOGY,0028-3908,"19,698",4.249,4.667,0.037040
1236,EUROPEAN JOURNAL OF IMMUNOLOGY,0014-2980,"21,417",4.248,4.116,0.029960
1237,JOURNAL OF CLINICAL PSYCHIATRY,0160-6689,"18,677",4.247,5.160,0.020820
1237,JOURNAL OF CLINICAL PSYCHIATRY,0160-6689,"18,677",4.247,5.160,0.020820
1239,JOURNAL OF CLINICAL EPIDEMIOLOGY,0895-4356,"24,063",4.245,5.185,0.027230
1240,INTERNATIONAL JOURNAL OF DRUG POLICY,0955-3959,"4,191",4.244,4.189,0.010110
1240,TALANTA,0039-9140,"37,747",4.244,3.937,0.044450
1242,HUMAN GENE THERAPY,1043-0342,"5,559",4.241,3.658,0.007690
1243,JOURNAL OF VIRAL HEPATITIS,1352-0504,"4,846",4.237,3.557,0.010070
1243,SYSTEMATIC ENTOMOLOGY,0307-6970,"2,228",4.237,3.560,0.004130
1245,BIOCHEMICAL PHARMACOLOGY,0006-2952,"27,513",4.235,4.752,0.024720
1246,Brain Structure & Function,1863-2653,"5,283",4.231,4.197,0.016860
1247,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,0360-3199,"75,123",4.229,4.064,0.081370
1247,JOURNAL OF ORGANIZATIONAL BEHAVIOR,0894-3796,"10,192",4.229,5.887,0.010340
1249,JOURNAL OF CLINICAL IMMUNOLOGY,0271-9142,"4,641",4.227,3.484,0.009100
1249,MEDICAL JOURNAL OF AUSTRALIA,0025-729X,"11,255",4.227,4.330,0.013820
1251,CANCER IMMUNOLOGY IMMUNOTHERAPY,0340-7004,"7,509",4.225,4.433,0.012830
1252,JOURNAL OF LEUKOCYTE BIOLOGY,0741-5400,"17,244",4.224,4.417,0.021200
1253,JOURNAL OF THE ENERGY INSTITUTE,1743-9671,973,4.217,3.063,0.001960
1254,INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT,0960-0035,"3,485",4.215,4.181,0.001750
1255,NEURAL COMPUTING & APPLICATIONS,0941-0643,"5,191",4.213,2.696,0.011010
1256,SEPARATION AND PURIFICATION REVIEWS,1542-2119,675,4.212,4.983,0.000760
1257,ACS Chemical Neuroscience,1948-7193,"4,336",4.211,4.621,0.013270
1258,European Journal of Psychotraumatology,2000-8066,"1,242",4.209,3.955,0.004100
1259,CNS DRUGS,1172-7047,"4,364",4.206,4.438,0.007540
1260,Clinical Lung Cancer,1525-7304,"2,360",4.204,3.487,0.005450
1261,IEEE TRANSACTIONS ON SIGNAL PROCESSING,1053-587X,"35,782",4.203,4.705,0.055570
1262,Journal of Translational Medicine,1479-5876,"9,947",4.197,4.402,0.023640
1263,Nutrients,2072-6643,"12,031",4.196,4.603,0.032520
1264,INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,0948-3349,"7,025",4.195,4.881,0.007080
1264,Journal of Global Health,2047-2978,754,4.195,Not Available,0.003280
1264,Journal of Global Health,2047-2978,754,4.195,Not Available,0.003280
1267,CURRENT PROBLEMS IN CARDIOLOGY,0146-2806,569,4.190,3.036,0.001040
1268,MOLECULAR PLANT PATHOLOGY,1464-6722,"5,081",4.188,4.964,0.009160
1269,Current Opinion in Environmental Sustainability,1877-3435,"3,255",4.186,5.545,0.009460
1270,PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,0278-5846,"9,823",4.185,3.978,0.013170
1271,TOXICOLOGICAL SCIENCES,1096-6080,"17,075",4.181,4.330,0.018490
1272,ENVIRONMENTAL MODELLING & SOFTWARE,1364-8152,"11,551",4.177,4.990,0.019590
1272,PROGRESS IN PHYSICAL GEOGRAPHY,0309-1333,"3,536",4.177,4.273,0.003350
1274,AMERICAN HEART JOURNAL,0002-8703,"21,762",4.171,4.632,0.035520
1274,Current Opinion in Insect Science,2214-5745,"1,150",4.171,4.191,0.005020
1276,Therapeutic Advances in Gastroenterology,1756-283X,"1,238",4.168,4.594,0.003570
1277,SEMINARS IN LIVER DISEASE,0272-8087,"3,693",4.167,4.714,0.004680
1278,Solid Earth,1869-9510,"1,603",4.165,4.075,0.005320
1279,SCRIPTA MATERIALIA,1359-6462,"28,689",4.163,3.982,0.032910
1280,Geobiology,1472-4677,"2,038",4.158,4.010,0.004150
1281,Frontiers in Chemistry,2296-2646,"1,183",4.155,4.749,0.004070
1281,JOURNAL OF THE AMERICAN GERIATRICS SOCIETY,0002-8614,"29,943",4.155,5.109,0.036360
1281,JOURNAL OF THE AMERICAN GERIATRICS SOCIETY,0002-8614,"29,943",4.155,5.109,0.036360
1284,JOURNAL OF BIOGEOGRAPHY,0305-0270,"15,146",4.154,4.885,0.022800
1285,Frontiers in Genetics,1664-8021,"6,378",4.151,Not Available,0.028840
1285,TOBACCO CONTROL,0964-4563,"6,643",4.151,4.763,0.015560
1285,TOBACCO CONTROL,0964-4563,"6,643",4.151,4.763,0.015560
1288,ASTRONOMICAL JOURNAL,0004-6256,"34,707",4.150,4.252,0.042950
1289,ARTHRITIS CARE & RESEARCH,2151-464X,"15,360",4.149,4.905,0.030190
1290,Computational and Structural Biotechnology Journal,2001-0370,933,4.148,Not Available,0.003730
1291,RELIABILITY ENGINEERING & SYSTEM SAFETY,0951-8320,"11,985",4.139,4.330,0.015090
1292,HARMFUL ALGAE,1568-9883,"4,669",4.138,4.053,0.007390
1292,International Journal of Oral Science,1674-2818,918,4.138,3.557,0.002240
1294,PEDIATRIC ALLERGY AND IMMUNOLOGY,0905-6157,"4,341",4.137,3.816,0.006970
1295,Science Bulletin,2095-9273,"1,952",4.136,4.136,0.005900
1296,INTERNATIONAL SECURITY,0162-2889,"2,922",4.135,4.990,0.003580
1297,BEHAVIOUR RESEARCH AND THERAPY,0005-7967,"17,004",4.134,5.052,0.013710
1298,IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,0018-926X,"37,768",4.130,4.120,0.050940
1298,INTERNATIONAL JOURNAL OF COAL GEOLOGY,0166-5162,"10,323",4.130,5.451,0.014250
1300,EUROPEAN NEUROPSYCHOPHARMACOLOGY,0924-977X,"6,920",4.129,4.129,0.015110
1300,EUROPEAN PSYCHIATRY,0924-9338,"4,876",4.129,4.006,0.007890
1300,EUROPEAN PSYCHIATRY,0924-9338,"4,876",4.129,4.006,0.007890
1300,Neurophotonics,2329-423X,533,4.129,4.319,0.002070
1304,npj Biofilms and Microbiomes,2055-5008,183,4.128,4.128,0.000690
1305,AMERICAN JOURNAL OF PREVENTIVE MEDICINE,0749-3797,"20,455",4.127,5.168,0.039330
1305,APL Materials,2166-532X,"3,206",4.127,4.739,0.013430
1307,HELICOBACTER,1083-4389,"2,862",4.123,3.685,0.004320
1308,Scientific Reports,2045-2322,"192,841",4.122,4.609,0.718960
1309,Hepatology International,1936-0533,"2,009",4.117,3.057,0.005320
1310,JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES,1525-4135,"14,668",4.116,3.991,0.033010
1311,TRANSFUSION MEDICINE REVIEWS,0887-7963,"1,292",4.111,3.976,0.002350
1312,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,0096-3445,"10,247",4.107,5.786,0.021320
1313,HEART FAILURE REVIEWS,1382-4147,"2,288",4.104,3.966,0.005280
1314,COMPOSITE STRUCTURES,0263-8223,"27,416",4.101,4.451,0.043720
1315,JOURNAL OF PETROLOGY,0022-3530,"14,657",4.100,4.809,0.012560
1316,DALTON TRANSACTIONS,1477-9226,"67,778",4.099,3.872,0.104060
1316,PROSTATE CANCER AND PROSTATIC DISEASES,1365-7852,"2,022",4.099,3.689,0.004890
1318,IEEE TRANSACTIONS ON MOBILE COMPUTING,1536-1233,"7,641",4.098,4.468,0.016460
1318,JOURNAL OF ADOLESCENT HEALTH,1054-139X,"14,174",4.098,4.860,0.026400
1318,JOURNAL OF ADOLESCENT HEALTH,1054-139X,"14,174",4.098,4.860,0.026400
1321,JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY,0960-0760,"10,325",4.095,3.819,0.012650
1322,AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,1040-0605,"13,256",4.092,4.054,0.016920
1322,JOURNAL OF HYPERTENSION,0263-6352,"16,916",4.092,4.600,0.025250
1322,JOURNAL OF INHERITED METABOLIC DISEASE,0141-8955,"5,683",4.092,3.966,0.009470
1325,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,0009-921X,"40,313",4.091,4.273,0.037880
1325,Liquid Crystals Reviews,2168-0396,133,4.091,4.923,0.000560
1327,FOOD MICROBIOLOGY,0740-0020,"9,325",4.090,4.384,0.012400
1328,Journal of Tissue Engineering and Regenerative Medicine,1932-6254,"3,963",4.089,3.797,0.006640
1329,MAGNETIC RESONANCE IN MEDICINE,0740-3194,"31,440",4.082,4.028,0.034130
1330,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,0191-2615,"10,457",4.081,5.109,0.013550
1330,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,0191-2615,"10,457",4.081,5.109,0.013550
1332,DEVELOPMENTAL SCIENCE,1363-755X,"6,769",4.078,4.950,0.012110
1332,GERONTOLOGIST,0016-9013,"8,922",4.078,4.277,0.009260
1332,International Journal of Greenhouse Gas Control,1750-5836,"10,333",4.078,4.542,0.017730
1335,GENETICS,0016-6731,"42,809",4.075,5.076,0.053700
1335,IEEE JOURNAL OF SOLID-STATE CIRCUITS,0018-9200,"18,935",4.075,4.757,0.025230
1337,COMMON MARKET LAW REVIEW,0165-0750,"1,295",4.073,2.939,0.001670
1338,CONTEMPORARY PHYSICS,0010-7514,"1,610",4.070,3.905,0.002270
1339,AMERICAN JOURNAL OF PATHOLOGY,0002-9440,"39,201",4.069,4.583,0.034310
1339,Metallomics,1756-5901,"4,240",4.069,4.079,0.009600
1341,Current Neuropharmacology,1570-159X,"2,851",4.068,5.086,0.004520
1342,Journal of Genetics and Genomics,1673-8527,"1,811",4.066,3.652,0.004100
1343,PLANT AND CELL PHYSIOLOGY,0032-0781,"14,544",4.059,4.454,0.018960
1344,International Journal of Biological Sciences,1449-2288,"4,432",4.057,4.950,0.009970
1344,NUCLEAR FUSION,0029-5515,"13,377",4.057,3.638,0.016640
1346,JOURNAL OF ARCHAEOLOGICAL RESEARCH,1059-0161,678,4.056,4.512,0.000890
1347,JOURNAL OF CLINICAL MICROBIOLOGY,0095-1137,"53,067",4.054,3.962,0.059340
1348,Journal of Ginseng Research,1226-8453,"1,364",4.053,4.026,0.002470
1349,Geoscience Frontiers,1674-9871,"1,580",4.051,4.284,0.006220
1349,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,1524-9050,"8,926",4.051,4.713,0.018090
1349,ORGANOMETALLICS,0276-7333,"40,867",4.051,3.593,0.045620
1352,AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,1350-6129,"1,262",4.048,2.704,0.002420
1353,INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,0278-3649,"7,652",4.047,5.391,0.011970
1354,JOURNAL OF CLINICAL PERIODONTOLOGY,0303-6979,"13,300",4.046,4.620,0.011660
1355,CANCER GENE THERAPY,0929-1903,"2,928",4.044,3.008,0.003610
1356,Obesity,1930-7381,"17,578",4.042,4.355,0.037840
1357,AIDS PATIENT CARE AND STDS,1087-2914,"3,622",4.041,3.803,0.006760
1357,AIDS PATIENT CARE AND STDS,1087-2914,"3,622",4.041,3.803,0.006760
1359,Environmental Sciences Europe,2190-4715,551,4.040,Not Available,0.001450
1360,AGRICULTURAL AND FOREST METEOROLOGY,0168-1923,"15,550",4.039,5.035,0.019970
1360,DENTAL MATERIALS,0109-5641,"12,466",4.039,4.818,0.012560
1360,ENERGY POLICY,0301-4215,"41,513",4.039,5.038,0.046680
1360,ENERGY POLICY,0301-4215,"41,513",4.039,5.038,0.046680
1360,GEOLOGICAL SOCIETY OF AMERICA BULLETIN,0016-7606,"17,784",4.039,4.450,0.013030
1365,ALLERGOLOGY INTERNATIONAL,1323-8930,"1,696",4.036,3.313,0.003460
1366,INTERNATIONAL JOURNAL OF CARDIOLOGY,0167-5273,"27,788",4.034,4.207,0.077900
1367,Current Opinion in Chemical Engineering,2211-3398,"1,381",4.033,4.323,0.004340
1368,AUTOMATION IN CONSTRUCTION,0926-5805,"6,520",4.032,4.437,0.008020
1369,ECOSYSTEMS,1432-9840,"8,825",4.030,4.735,0.011160
1370,EUROPEAN RADIOLOGY,0938-7994,"18,615",4.027,4.276,0.034120
1370,SEMINARS IN RADIATION ONCOLOGY,1053-4296,"2,480",4.027,4.724,0.003620
1372,CHROMOSOMA,0009-5915,"3,527",4.021,3.914,0.005850
1372,Cancer Prevention Research,1940-6207,"5,348",4.021,4.404,0.011930
1372,Journal of the Academy of Nutrition and Dietetics,2212-2672,"3,687",4.021,4.534,0.014370
1375,Frontiers in Microbiology,1664-302X,"25,111",4.019,4.557,0.084950
1375,Immunity & Ageing,1742-4933,749,4.019,3.333,0.001580
1377,AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM,0193-1849,"18,777",4.018,4.058,0.022800
1378,AGE AND AGEING,0002-0729,"10,751",4.013,4.715,0.014720
1378,RETINA-THE JOURNAL OF RETINAL AND VITREOUS DISEASES,0275-004X,"10,237",4.013,3.511,0.019810
1380,JOURNAL OF ENDOCRINOLOGY,0022-0795,"11,319",4.012,4.276,0.012120
1381,CURRENT OPINION IN NEUROLOGY,1350-7540,"5,344",4.010,4.427,0.010200
1381,JOURNAL OF BIOLOGICAL CHEMISTRY,0021-9258,"366,247",4.010,4.253,0.320840
1381,Nonlinear Analysis-Hybrid Systems,1751-570X,"1,232",4.010,3.823,0.002890
1384,GOVERNMENT INFORMATION QUARTERLY,0740-624X,"2,837",4.009,5.231,0.003020
1385,JOURNAL OF ENVIRONMENTAL MANAGEMENT,0301-4797,"27,354",4.005,4.449,0.035860
1385,JOURNAL OF GENERAL INTERNAL MEDICINE,0884-8734,"17,822",4.005,4.497,0.028500
1387,International Journal of Applied Earth Observation and Geoinformation,0303-2434,"5,507",4.003,4.433,0.012510
1388,Educational Researcher,0013-189X,"6,755",4.000,6.163,0.006400
1388,Geochemical Perspectives,2223-7755,131,4.000,9.769,0.000800
1388,JOURNAL OF PSYCHIATRIC RESEARCH,0022-3956,"14,397",4.000,4.437,0.022480
1388,JOURNAL OF PSYCHIATRIC RESEARCH,0022-3956,"14,397",4.000,4.437,0.022480
1388,Journal of Computer-Mediated Communication,1083-6101,"4,181",4.000,6.115,0.005120
1393,American Journal of Cancer Research,2156-6976,"3,246",3.998,4.054,0.008250
1393,METHODS,1046-2023,"19,646",3.998,3.936,0.024790
1395,COLLOIDS AND SURFACES B-BIOINTERFACES,0927-7765,"25,844",3.997,4.294,0.034800
1396,CYTOTHERAPY,1465-3249,"5,589",3.993,3.890,0.009020
1396,JOURNAL OF WORLD BUSINESS,1090-9516,"4,297",3.993,5.019,0.003950
1396,ORE GEOLOGY REVIEWS,0169-1368,"7,007",3.993,4.209,0.010510
1399,JOURNAL OF HUMAN EVOLUTION,0047-2484,"9,100",3.992,4.355,0.011180
1399,JOURNAL OF HUMAN EVOLUTION,0047-2484,"9,100",3.992,4.355,0.011180
1401,JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,1084-8045,"5,072",3.991,3.853,0.010370
1401,RUSSIAN CHEMICAL REVIEWS,0036-021X,"4,119",3.991,3.836,0.003010
1403,PHARMACOECONOMICS,1170-7690,"4,255",3.989,3.493,0.007290
1403,PHARMACOECONOMICS,1170-7690,"4,255",3.989,3.493,0.007290
1403,Stem Cells International,1687-966X,"3,818",3.989,3.983,0.010590
1406,Advances in Parasitology,0065-308X,"2,048",3.986,4.633,0.002650
1407,ECOLOGICAL INDICATORS,1470-160X,"13,782",3.983,4.391,0.028620
1408,GLOBAL AND PLANETARY CHANGE,0921-8181,"8,674",3.982,4.442,0.015350
1409,INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY,1461-1457,"6,259",3.981,4.377,0.014550
1410,Pediatric Obesity,2047-6310,"1,632",3.980,4.361,0.007020
1411,Cold Spring Harbor Perspectives in Medicine,2157-1422,"4,979",3.979,7.633,0.022460
1412,Database-The Journal of Biological Databases and Curation,1758-0463,"2,658",3.978,3.755,0.011080
1412,MOLECULAR PHARMACOLOGY,0026-895X,"18,308",3.978,3.933,0.016000
1412,Therapeutic Advances in Endocrinology and Metabolism,2042-0188,421,3.978,Not Available,0.001200
1415,FOOD AND CHEMICAL TOXICOLOGY,0278-6915,"24,602",3.977,3.900,0.024460
1415,IEEE TRANSACTIONS ON MULTIMEDIA,1520-9210,"6,203",3.977,4.368,0.017100
1417,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,0147-6513,"16,338",3.974,4.000,0.020930
1417,EXPERT OPINION ON BIOLOGICAL THERAPY,1471-2598,"4,426",3.974,3.346,0.008370
1419,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,0143-005X,"13,779",3.973,4.156,0.018340
1419,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,0143-005X,"13,779",3.973,4.156,0.018340
1421,CRYSTAL GROWTH & DESIGN,1528-7483,"28,165",3.972,3.880,0.040340
1421,IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,1534-4320,"5,647",3.972,4.404,0.008260
1423,IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS,1045-9219,"8,848",3.971,4.290,0.024150
1424,Journal of Advances in Modeling Earth Systems,1942-2466,"2,238",3.970,5.182,0.010650
1425,Future Medicinal Chemistry,1756-8919,"3,456",3.969,3.973,0.008860
1425,Structural Dynamics,2329-7778,540,3.969,3.921,0.002570
1427,Cambridge Journal of Regions Economy and Society,1752-1378,"1,188",3.968,3.840,0.002350
1427,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,0968-090X,"7,390",3.968,4.557,0.016440
1429,APOPTOSIS,1360-8185,"6,281",3.967,3.812,0.007390
1429,Fungal Biology Reviews,1749-4613,798,3.967,Not Available,0.001370
1429,LEARNING AND INSTRUCTION,0959-4752,"4,879",3.967,5.695,0.007290
1432,HIPPOCAMPUS,1050-9631,"8,831",3.966,4.089,0.015070
